month,airline,departing_port,arriving_port,sectors_flown,on_time_departures_pct
2020-01,Jetstar,Adelaide,Brisbane,27,66.66666666666666
2020-01,Jetstar,Adelaide,Gold Coast,30,50
2020-01,Jetstar,Adelaide,Melbourne,106,57.54716981132076
2020-01,Jetstar,Adelaide,Perth,20,55.00000000000001
2020-01,Jetstar,Adelaide,Sydney,87,79.3103448275862
2020-01,Jetstar,Ayers Rock,Sydney,27,55.55555555555556
2020-01,Jetstar,Ballina,Sydney,108,64.81481481481481
2020-01,Jetstar,Brisbane,Adelaide,29,65.51724137931035
2020-01,Jetstar,Brisbane,Cairns,104,67.3076923076923
2020-01,Jetstar,Brisbane,Darwin,25,92
2020-01,Jetstar,Brisbane,Hobart,43,90.69767441860465
2020-01,Jetstar,Brisbane,Mackay,31,77.41935483870968
2020-01,Jetstar,Brisbane,Melbourne,171,60.23391812865497
2020-01,Jetstar,Brisbane,Newcastle,80,66.25
2020-01,Jetstar,Brisbane,Proserpine,43,74.4186046511628
2020-01,Jetstar,Brisbane,Sydney,146,74.65753424657534
2020-01,Jetstar,Brisbane,Townsville,61,73.77049180327869
2020-01,Jetstar,Cairns,Brisbane,104,79.8076923076923
2020-01,Jetstar,Cairns,Melbourne,59,66.10169491525424
2020-01,Jetstar,Cairns,Sydney,91,82.41758241758241
2020-01,Jetstar,Darwin,Brisbane,25,96
2020-01,Jetstar,Darwin,Melbourne,26,73.07692307692307
2020-01,Jetstar,Darwin,Sydney,25,84
2020-01,Jetstar,Gold Coast,Adelaide,30,56.666666666666664
2020-01,Jetstar,Gold Coast,Melbourne,176,47.159090909090914
2020-01,Jetstar,Gold Coast,Sydney,278,59.71223021582733
2020-01,Jetstar,Hamilton Island,Sydney,30,63.33333333333333
2020-01,Jetstar,Hobart,Brisbane,43,81.3953488372093
2020-01,Jetstar,Hobart,Melbourne,211,62.08530805687204
2020-01,Jetstar,Hobart,Sydney,107,60.747663551401864
2020-01,Jetstar,Launceston,Melbourne,178,58.98876404494382
2020-01,Jetstar,Launceston,Sydney,61,60.65573770491803
2020-01,Jetstar,Mackay,Brisbane,31,54.83870967741935
2020-01,Jetstar,Melbourne,Adelaide,109,55.96330275229357
2020-01,Jetstar,Melbourne,Brisbane,171,60.23391812865497
2020-01,Jetstar,Melbourne,Cairns,60,56.666666666666664
2020-01,Jetstar,Melbourne,Darwin,26,65.38461538461539
2020-01,Jetstar,Melbourne,Gold Coast,176,58.52272727272727
2020-01,Jetstar,Melbourne,Hobart,211,73.93364928909952
2020-01,Jetstar,Melbourne,Launceston,176,72.1590909090909
2020-01,Jetstar,Melbourne,Newcastle,97,52.57731958762887
2020-01,Jetstar,Melbourne,Perth,53,67.9245283018868
2020-01,Jetstar,Melbourne,Sunshine Coast,55,85.45454545454545
2020-01,Jetstar,Melbourne,Sydney,437,63.61556064073226
2020-01,Jetstar,Newcastle,Brisbane,78,74.35897435897436
2020-01,Jetstar,Newcastle,Melbourne,96,62.5
2020-01,Jetstar,Perth,Adelaide,20,60
2020-01,Jetstar,Perth,Melbourne,53,71.69811320754717
2020-01,Jetstar,Perth,Sydney,30,86.66666666666667
2020-01,Jetstar,Proserpine,Brisbane,43,81.3953488372093
2020-01,Jetstar,Proserpine,Sydney,13,53.84615384615385
2020-01,Jetstar,Sunshine Coast,Melbourne,56,58.92857142857143
2020-01,Jetstar,Sunshine Coast,Sydney,61,44.26229508196721
2020-01,Jetstar,Sydney,Adelaide,87,66.66666666666666
2020-01,Jetstar,Sydney,Ayers Rock,26,73.07692307692307
2020-01,Jetstar,Sydney,Ballina,107,74.76635514018692
2020-01,Jetstar,Sydney,Brisbane,148,58.108108108108105
2020-01,Jetstar,Sydney,Cairns,91,74.72527472527473
2020-01,Jetstar,Sydney,Darwin,25,72
2020-01,Jetstar,Sydney,Gold Coast,282,66.31205673758865
2020-01,Jetstar,Sydney,Hamilton Island,30,90
2020-01,Jetstar,Sydney,Hobart,106,59.43396226415094
2020-01,Jetstar,Sydney,Launceston,62,72.58064516129032
2020-01,Jetstar,Sydney,Melbourne,440,60.45454545454545
2020-01,Jetstar,Sydney,Perth,31,77.41935483870968
2020-01,Jetstar,Sydney,Proserpine,13,46.15384615384615
2020-01,Jetstar,Sydney,Sunshine Coast,62,64.51612903225806
2020-01,Jetstar,Sydney,Townsville,30,76.66666666666667
2020-01,Jetstar,Townsville,Brisbane,61,73.77049180327869
2020-01,Jetstar,Townsville,Sydney,30,66.66666666666666
2020-01,Jetstar,All Ports,All Ports,7442,65.99032518140285
2020-01,Qantas,Adelaide,Alice Springs,31,87.09677419354838
2020-01,Qantas,Adelaide,Brisbane,107,91.58878504672897
2020-01,Qantas,Adelaide,Canberra,30,93.33333333333333
2020-01,Qantas,Adelaide,Melbourne,246,74.79674796747967
2020-01,Qantas,Adelaide,Perth,107,83.17757009345794
2020-01,Qantas,Adelaide,Sydney,252,81.74603174603175
2020-01,Qantas,Alice Springs,Adelaide,32,78.125
2020-01,Qantas,Brisbane,Adelaide,106,82.0754716981132
2020-01,Qantas,Brisbane,Cairns,21,85.71428571428571
2020-01,Qantas,Brisbane,Darwin,30,90
2020-01,Qantas,Brisbane,Melbourne,382,73.56020942408377
2020-01,Qantas,Brisbane,Perth,144,66.66666666666666
2020-01,Qantas,Brisbane,Sydney,490,79.59183673469387
2020-01,Qantas,Brisbane,Townsville,35,82.85714285714286
2020-01,Qantas,Broome,Perth,2,0
2020-01,Qantas,Cairns,Brisbane,21,85.71428571428571
2020-01,Qantas,Cairns,Melbourne,36,55.55555555555556
2020-01,Qantas,Cairns,Sydney,70,70
2020-01,Qantas,Canberra,Adelaide,29,93.10344827586206
2020-01,Qantas,Canberra,Melbourne,159,79.87421383647799
2020-01,Qantas,Darwin,Brisbane,31,74.19354838709677
2020-01,Qantas,Darwin,Melbourne,26,80.76923076923077
2020-01,Qantas,Darwin,Perth,31,96.7741935483871
2020-01,Qantas,Darwin,Sydney,31,83.87096774193549
2020-01,Qantas,Gold Coast,Melbourne,42,33.33333333333333
2020-01,Qantas,Gold Coast,Sydney,157,57.961783439490446
2020-01,Qantas,Hamilton Island,Sydney,12,83.33333333333334
2020-01,Qantas,Hobart,Melbourne,120,68.33333333333333
2020-01,Qantas,Kalgoorlie,Perth,12,91.66666666666666
2020-01,Qantas,Karratha,Perth,60,91.66666666666666
2020-01,Qantas,Melbourne,Adelaide,245,78.77551020408163
2020-01,Qantas,Melbourne,Brisbane,380,76.31578947368422
2020-01,Qantas,Melbourne,Cairns,37,75.67567567567568
2020-01,Qantas,Melbourne,Canberra,159,77.35849056603774
2020-01,Qantas,Melbourne,Darwin,26,92.3076923076923
2020-01,Qantas,Melbourne,Gold Coast,43,83.72093023255815
2020-01,Qantas,Melbourne,Hobart,120,72.5
2020-01,Qantas,Melbourne,Perth,206,65.53398058252428
2020-01,Qantas,Melbourne,Sydney,847,79.81109799291617
2020-01,Qantas,Newman,Perth,40,90
2020-01,Qantas,Perth,Adelaide,108,77.77777777777779
2020-01,Qantas,Perth,Brisbane,145,83.44827586206897
2020-01,Qantas,Perth,Broome,2,0
2020-01,Qantas,Perth,Darwin,31,100
2020-01,Qantas,Perth,Kalgoorlie,12,83.33333333333334
2020-01,Qantas,Perth,Karratha,60,95
2020-01,Qantas,Perth,Melbourne,207,68.11594202898551
2020-01,Qantas,Perth,Newman,40,100
2020-01,Qantas,Perth,Port Hedland,26,96.15384615384616
2020-01,Qantas,Perth,Sydney,194,70.61855670103093
2020-01,Qantas,Port Hedland,Perth,25,88
2020-01,Qantas,Sydney,Adelaide,254,77.55905511811024
2020-01,Qantas,Sydney,Brisbane,494,76.51821862348179
2020-01,Qantas,Sydney,Cairns,70,77.14285714285715
2020-01,Qantas,Sydney,Darwin,31,58.06451612903226
2020-01,Qantas,Sydney,Gold Coast,154,77.92207792207793
2020-01,Qantas,Sydney,Hamilton Island,11,81.81818181818183
2020-01,Qantas,Sydney,Melbourne,847,74.14403778040142
2020-01,Qantas,Sydney,Perth,193,54.92227979274611
2020-01,Qantas,Townsville,Brisbane,35,82.85714285714286
2020-01,Qantas,All Ports,All Ports,8189,76.52949078031506
2020-01,QantasLink,Adelaide,Canberra,4,100
2020-01,QantasLink,Adelaide,Port Lincoln,103,87.37864077669903
2020-01,QantasLink,Albury,Sydney,72,69.44444444444444
2020-01,QantasLink,Alice Springs,Darwin,34,100
2020-01,QantasLink,Armidale,Sydney,101,61.386138613861384
2020-01,QantasLink,Brisbane,Bundaberg,105,91.42857142857143
2020-01,QantasLink,Brisbane,Cairns,133,87.96992481203007
2020-01,QantasLink,Brisbane,Canberra,145,78.62068965517241
2020-01,QantasLink,Brisbane,Emerald,117,89.74358974358975
2020-01,QantasLink,Brisbane,Gladstone,130,84.61538461538461
2020-01,QantasLink,Brisbane,Hamilton Island,31,83.87096774193549
2020-01,QantasLink,Brisbane,Mackay,125,83.2
2020-01,QantasLink,Brisbane,Mount Isa,51,74.50980392156863
2020-01,QantasLink,Brisbane,Newcastle,75,93.33333333333333
2020-01,QantasLink,Brisbane,Rockhampton,168,83.92857142857143
2020-01,QantasLink,Brisbane,Sydney,5,60
2020-01,QantasLink,Brisbane,Townsville,107,85.04672897196261
2020-01,QantasLink,Broome,Perth,81,81.48148148148148
2020-01,QantasLink,Bundaberg,Brisbane,104,91.34615384615384
2020-01,QantasLink,Cairns,Brisbane,132,84.84848484848484
2020-01,QantasLink,Cairns,Townsville,137,91.97080291970804
2020-01,QantasLink,Canberra,Adelaide,4,50
2020-01,QantasLink,Canberra,Brisbane,144,81.25
2020-01,QantasLink,Canberra,Melbourne,32,59.375
2020-01,QantasLink,Canberra,Sydney,292,71.23287671232876
2020-01,QantasLink,Coffs Harbour,Sydney,129,70.54263565891473
2020-01,QantasLink,Darwin,Alice Springs,34,91.17647058823529
2020-01,QantasLink,Dubbo,Sydney,97,63.91752577319587
2020-01,QantasLink,Emerald,Brisbane,118,88.13559322033898
2020-01,QantasLink,Gladstone,Brisbane,129,81.3953488372093
2020-01,QantasLink,Gold Coast,Sydney,39,66.66666666666666
2020-01,QantasLink,Hamilton Island,Brisbane,30,73.33333333333333
2020-01,QantasLink,Hamilton Island,Sydney,19,78.94736842105263
2020-01,QantasLink,Hobart,Sydney,86,74.4186046511628
2020-01,QantasLink,Kalgoorlie,Perth,61,90.1639344262295
2020-01,QantasLink,Karratha,Perth,124,93.54838709677419
2020-01,QantasLink,Launceston,Melbourne,113,66.3716814159292
2020-01,QantasLink,Mackay,Brisbane,119,86.5546218487395
2020-01,QantasLink,Melbourne,Canberra,29,72.41379310344827
2020-01,QantasLink,Melbourne,Launceston,112,70.53571428571429
2020-01,QantasLink,Melbourne,Mildura,78,58.97435897435898
2020-01,QantasLink,Mildura,Melbourne,78,56.41025641025641
2020-01,QantasLink,Mount Isa,Brisbane,52,78.84615384615384
2020-01,QantasLink,Newcastle,Brisbane,75,90.66666666666666
2020-01,QantasLink,Newman,Perth,91,79.12087912087912
2020-01,QantasLink,Perth,Broome,81,82.71604938271605
2020-01,QantasLink,Perth,Kalgoorlie,61,91.80327868852459
2020-01,QantasLink,Perth,Karratha,126,88.88888888888889
2020-01,QantasLink,Perth,Newman,91,83.51648351648352
2020-01,QantasLink,Perth,Port Hedland,110,90.9090909090909
2020-01,QantasLink,Port Hedland,Perth,106,87.73584905660378
2020-01,QantasLink,Port Lincoln,Adelaide,103,85.43689320388349
2020-01,QantasLink,Port Macquarie,Sydney,99,73.73737373737373
2020-01,QantasLink,Rockhampton,Brisbane,169,84.61538461538461
2020-01,QantasLink,Sunshine Coast,Sydney,60,75
2020-01,QantasLink,Sydney,Albury,73,61.64383561643836
2020-01,QantasLink,Sydney,Armidale,103,70.87378640776699
2020-01,QantasLink,Sydney,Brisbane,4,75
2020-01,QantasLink,Sydney,Canberra,295,69.15254237288136
2020-01,QantasLink,Sydney,Coffs Harbour,130,70
2020-01,QantasLink,Sydney,Dubbo,99,62.62626262626263
2020-01,QantasLink,Sydney,Gold Coast,40,80
2020-01,QantasLink,Sydney,Hamilton Island,20,85
2020-01,QantasLink,Sydney,Hobart,87,68.96551724137932
2020-01,QantasLink,Sydney,Port Macquarie,101,62.37623762376238
2020-01,QantasLink,Sydney,Sunshine Coast,60,78.33333333333333
2020-01,QantasLink,Sydney,Tamworth,125,63.2
2020-01,QantasLink,Sydney,Wagga Wagga,84,61.904761904761905
2020-01,QantasLink,Tamworth,Sydney,123,60.97560975609756
2020-01,QantasLink,Townsville,Brisbane,106,87.73584905660378
2020-01,QantasLink,Townsville,Cairns,137,89.05109489051095
2020-01,QantasLink,Wagga Wagga,Sydney,81,64.19753086419753
2020-01,QantasLink,All Ports,All Ports,9447,80.12067322959669
2020-01,Regional Express,Adelaide,Port Lincoln,176,97.1590909090909
2020-01,Regional Express,Albury,Sydney,38,89.47368421052632
2020-01,Regional Express,Armidale,Sydney,40,85
2020-01,Regional Express,Ballina,Sydney,3,33.33333333333333
2020-01,Regional Express,Cairns,Townsville,11,63.63636363636363
2020-01,Regional Express,Dubbo,Sydney,81,83.9506172839506
2020-01,Regional Express,Melbourne,Mildura,40,57.49999999999999
2020-01,Regional Express,Mildura,Melbourne,40,50
2020-01,Regional Express,Port Lincoln,Adelaide,176,92.61363636363636
2020-01,Regional Express,Sydney,Albury,39,82.05128205128204
2020-01,Regional Express,Sydney,Armidale,41,92.6829268292683
2020-01,Regional Express,Sydney,Ballina,4,75
2020-01,Regional Express,Sydney,Dubbo,77,87.01298701298701
2020-01,Regional Express,Sydney,Wagga Wagga,59,83.05084745762711
2020-01,Regional Express,Townsville,Cairns,11,81.81818181818183
2020-01,Regional Express,Wagga Wagga,Sydney,62,82.25806451612904
2020-01,Regional Express,All Ports,All Ports,4504,82.85968028419182
2020-01,Tigerair Australia,Adelaide,Brisbane,27,81.48148148148148
2020-01,Tigerair Australia,Adelaide,Melbourne,69,71.01449275362319
2020-01,Tigerair Australia,Adelaide,Sydney,29,58.620689655172406
2020-01,Tigerair Australia,Brisbane,Adelaide,27,81.48148148148148
2020-01,Tigerair Australia,Brisbane,Cairns,30,76.66666666666667
2020-01,Tigerair Australia,Brisbane,Canberra,30,83.33333333333334
2020-01,Tigerair Australia,Brisbane,Darwin,19,73.68421052631578
2020-01,Tigerair Australia,Brisbane,Melbourne,118,68.64406779661016
2020-01,Tigerair Australia,Brisbane,Sydney,134,69.40298507462687
2020-01,Tigerair Australia,Cairns,Brisbane,30,76.66666666666667
2020-01,Tigerair Australia,Cairns,Melbourne,43,72.09302325581395
2020-01,Tigerair Australia,Cairns,Sydney,31,80.64516129032258
2020-01,Tigerair Australia,Canberra,Brisbane,30,80
2020-01,Tigerair Australia,Canberra,Melbourne,32,62.5
2020-01,Tigerair Australia,Coffs Harbour,Sydney,26,84.61538461538461
2020-01,Tigerair Australia,Darwin,Brisbane,18,83.33333333333334
2020-01,Tigerair Australia,Gold Coast,Melbourne,86,58.139534883720934
2020-01,Tigerair Australia,Gold Coast,Sydney,96,47.91666666666667
2020-01,Tigerair Australia,Hobart,Melbourne,52,59.61538461538461
2020-01,Tigerair Australia,Melbourne,Adelaide,69,81.15942028985508
2020-01,Tigerair Australia,Melbourne,Brisbane,118,77.11864406779661
2020-01,Tigerair Australia,Melbourne,Cairns,43,79.06976744186046
2020-01,Tigerair Australia,Melbourne,Canberra,32,71.875
2020-01,Tigerair Australia,Melbourne,Gold Coast,87,75.86206896551724
2020-01,Tigerair Australia,Melbourne,Hobart,52,82.6923076923077
2020-01,Tigerair Australia,Melbourne,Perth,57,73.68421052631578
2020-01,Tigerair Australia,Melbourne,Sydney,242,68.18181818181817
2020-01,Tigerair Australia,Perth,Melbourne,56,66.07142857142857
2020-01,Tigerair Australia,Perth,Sydney,27,59.25925925925925
2020-01,Tigerair Australia,Proserpine,Sydney,19,57.89473684210527
2020-01,Tigerair Australia,Sydney,Adelaide,29,58.620689655172406
2020-01,Tigerair Australia,Sydney,Brisbane,134,70.1492537313433
2020-01,Tigerair Australia,Sydney,Cairns,31,90.32258064516128
2020-01,Tigerair Australia,Sydney,Coffs Harbour,26,84.61538461538461
2020-01,Tigerair Australia,Sydney,Gold Coast,96,65.625
2020-01,Tigerair Australia,Sydney,Melbourne,243,58.43621399176955
2020-01,Tigerair Australia,Sydney,Perth,28,67.85714285714286
2020-01,Tigerair Australia,Sydney,Proserpine,19,52.63157894736842
2020-01,Tigerair Australia,All Ports,All Ports,2401,69.2628071636818
2020-01,Virgin Australia,Adelaide,Brisbane,111,83.78378378378379
2020-01,Virgin Australia,Adelaide,Canberra,26,80.76923076923077
2020-01,Virgin Australia,Adelaide,Gold Coast,34,97.05882352941177
2020-01,Virgin Australia,Adelaide,Melbourne,247,70.44534412955466
2020-01,Virgin Australia,Adelaide,Perth,42,80.95238095238095
2020-01,Virgin Australia,Adelaide,Sydney,161,80.74534161490683
2020-01,Virgin Australia,Albury,Sydney,41,58.536585365853654
2020-01,Virgin Australia,Ayers Rock,Sydney,30,86.66666666666667
2020-01,Virgin Australia,Ballina,Sydney,44,52.27272727272727
2020-01,Virgin Australia,Brisbane,Adelaide,110,70
2020-01,Virgin Australia,Brisbane,Bundaberg,31,96.7741935483871
2020-01,Virgin Australia,Brisbane,Cairns,143,78.32167832167832
2020-01,Virgin Australia,Brisbane,Canberra,88,78.4090909090909
2020-01,Virgin Australia,Brisbane,Darwin,32,53.125
2020-01,Virgin Australia,Brisbane,Emerald,44,95.45454545454545
2020-01,Virgin Australia,Brisbane,Gladstone,71,95.77464788732394
2020-01,Virgin Australia,Brisbane,Hamilton Island,31,74.19354838709677
2020-01,Virgin Australia,Brisbane,Hobart,42,85.71428571428571
2020-01,Virgin Australia,Brisbane,Mackay,141,78.01418439716312
2020-01,Virgin Australia,Brisbane,Melbourne,347,69.7406340057637
2020-01,Virgin Australia,Brisbane,Mount Isa,18,100
2020-01,Virgin Australia,Brisbane,Newcastle,84,78.57142857142857
2020-01,Virgin Australia,Brisbane,Perth,112,57.14285714285714
2020-01,Virgin Australia,Brisbane,Proserpine,44,84.0909090909091
2020-01,Virgin Australia,Brisbane,Rockhampton,139,76.2589928057554
2020-01,Virgin Australia,Brisbane,Sydney,485,73.60824742268042
2020-01,Virgin Australia,Brisbane,Townsville,132,70.45454545454545
2020-01,Virgin Australia,Broome,Perth,9,66.66666666666666
2020-01,Virgin Australia,Bundaberg,Brisbane,31,96.7741935483871
2020-01,Virgin Australia,Cairns,Brisbane,143,85.3146853146853
2020-01,Virgin Australia,Cairns,Melbourne,44,77.27272727272727
2020-01,Virgin Australia,Cairns,Sydney,100,81
2020-01,Virgin Australia,Canberra,Adelaide,26,76.92307692307693
2020-01,Virgin Australia,Canberra,Brisbane,88,84.0909090909091
2020-01,Virgin Australia,Canberra,Melbourne,125,66.4
2020-01,Virgin Australia,Canberra,Sydney,154,79.22077922077922
2020-01,Virgin Australia,Coffs Harbour,Sydney,31,70.96774193548387
2020-01,Virgin Australia,Darwin,Brisbane,32,84.375
2020-01,Virgin Australia,Darwin,Melbourne,31,90.32258064516128
2020-01,Virgin Australia,Darwin,Perth,20,85
2020-01,Virgin Australia,Darwin,Sydney,25,84
2020-01,Virgin Australia,Emerald,Brisbane,44,97.72727272727273
2020-01,Virgin Australia,Gladstone,Brisbane,71,95.77464788732394
2020-01,Virgin Australia,Gold Coast,Adelaide,34,50
2020-01,Virgin Australia,Gold Coast,Melbourne,222,44.14414414414414
2020-01,Virgin Australia,Gold Coast,Sydney,269,57.249070631970255
2020-01,Virgin Australia,Hamilton Island,Brisbane,31,74.19354838709677
2020-01,Virgin Australia,Hamilton Island,Sydney,31,67.74193548387096
2020-01,Virgin Australia,Hobart,Brisbane,41,78.04878048780488
2020-01,Virgin Australia,Hobart,Melbourne,154,68.83116883116884
2020-01,Virgin Australia,Hobart,Sydney,75,82.66666666666667
2020-01,Virgin Australia,Kalgoorlie,Perth,18,88.88888888888889
2020-01,Virgin Australia,Karratha,Perth,2,50
2020-01,Virgin Australia,Launceston,Melbourne,105,76.19047619047619
2020-01,Virgin Australia,Launceston,Sydney,32,93.75
2020-01,Virgin Australia,Mackay,Brisbane,141,85.81560283687944
2020-01,Virgin Australia,Melbourne,Adelaide,248,75.80645161290323
2020-01,Virgin Australia,Melbourne,Brisbane,344,76.45348837209302
2020-01,Virgin Australia,Melbourne,Cairns,44,90.9090909090909
2020-01,Virgin Australia,Melbourne,Canberra,126,58.730158730158735
2020-01,Virgin Australia,Melbourne,Darwin,31,51.61290322580645
2020-01,Virgin Australia,Melbourne,Gold Coast,221,76.47058823529412
2020-01,Virgin Australia,Melbourne,Hobart,154,75.97402597402598
2020-01,Virgin Australia,Melbourne,Launceston,106,68.86792452830188
2020-01,Virgin Australia,Melbourne,Mildura,31,93.54838709677419
2020-01,Virgin Australia,Melbourne,Newcastle,31,80.64516129032258
2020-01,Virgin Australia,Melbourne,Perth,155,72.25806451612902
2020-01,Virgin Australia,Melbourne,Sunshine Coast,85,81.17647058823529
2020-01,Virgin Australia,Melbourne,Sydney,659,78.7556904400607
2020-01,Virgin Australia,Mildura,Melbourne,31,70.96774193548387
2020-01,Virgin Australia,Mount Isa,Brisbane,15,86.66666666666667
2020-01,Virgin Australia,Newcastle,Brisbane,83,79.51807228915662
2020-01,Virgin Australia,Newcastle,Melbourne,31,54.83870967741935
2020-01,Virgin Australia,Newman,Perth,11,100
2020-01,Virgin Australia,Perth,Adelaide,43,93.02325581395348
2020-01,Virgin Australia,Perth,Brisbane,112,81.25
2020-01,Virgin Australia,Perth,Broome,9,77.77777777777779
2020-01,Virgin Australia,Perth,Darwin,20,85
2020-01,Virgin Australia,Perth,Kalgoorlie,18,100
2020-01,Virgin Australia,Perth,Karratha,2,100
2020-01,Virgin Australia,Perth,Melbourne,157,84.07643312101911
2020-01,Virgin Australia,Perth,Newman,11,90.9090909090909
2020-01,Virgin Australia,Perth,Port Hedland,7,100
2020-01,Virgin Australia,Perth,Sydney,126,87.3015873015873
2020-01,Virgin Australia,Port Hedland,Perth,7,100
2020-01,Virgin Australia,Port Macquarie,Sydney,49,42.857142857142854
2020-01,Virgin Australia,Proserpine,Brisbane,44,84.0909090909091
2020-01,Virgin Australia,Rockhampton,Brisbane,139,81.29496402877699
2020-01,Virgin Australia,Sunshine Coast,Melbourne,85,51.76470588235295
2020-01,Virgin Australia,Sunshine Coast,Sydney,63,65.07936507936508
2020-01,Virgin Australia,Sydney,Adelaide,161,76.3975155279503
2020-01,Virgin Australia,Sydney,Albury,41,60.97560975609756
2020-01,Virgin Australia,Sydney,Ayers Rock,30,90
2020-01,Virgin Australia,Sydney,Ballina,44,77.27272727272727
2020-01,Virgin Australia,Sydney,Brisbane,485,68.24742268041237
2020-01,Virgin Australia,Sydney,Cairns,100,65
2020-01,Virgin Australia,Sydney,Canberra,150,76.66666666666667
2020-01,Virgin Australia,Sydney,Coffs Harbour,31,70.96774193548387
2020-01,Virgin Australia,Sydney,Darwin,25,80
2020-01,Virgin Australia,Sydney,Gold Coast,268,72.38805970149254
2020-01,Virgin Australia,Sydney,Hamilton Island,31,74.19354838709677
2020-01,Virgin Australia,Sydney,Hobart,76,81.57894736842105
2020-01,Virgin Australia,Sydney,Launceston,32,62.5
2020-01,Virgin Australia,Sydney,Melbourne,661,72.01210287443268
2020-01,Virgin Australia,Sydney,Perth,126,66.66666666666666
2020-01,Virgin Australia,Sydney,Port Macquarie,49,67.3469387755102
2020-01,Virgin Australia,Sydney,Sunshine Coast,64,73.4375
2020-01,Virgin Australia,Sydney,Tamworth,51,72.54901960784314
2020-01,Virgin Australia,Sydney,Townsville,22,77.27272727272727
2020-01,Virgin Australia,Tamworth,Sydney,49,73.46938775510205
2020-01,Virgin Australia,Townsville,Brisbane,132,91.66666666666666
2020-01,Virgin Australia,Townsville,Sydney,22,59.09090909090909
2020-01,Virgin Australia,All Ports,All Ports,11240,74.67081850533808
2020-01,Virgin Australia Regional Airlines,Adelaide,Alice Springs,16,81.25
2020-01,Virgin Australia Regional Airlines,Adelaide,Melbourne,5,60
2020-01,Virgin Australia Regional Airlines,Adelaide,Perth,30,60
2020-01,Virgin Australia Regional Airlines,Alice Springs,Adelaide,16,81.25
2020-01,Virgin Australia Regional Airlines,Alice Springs,Darwin,10,80
2020-01,Virgin Australia Regional Airlines,Broome,Perth,46,80.43478260869566
2020-01,Virgin Australia Regional Airlines,Darwin,Alice Springs,10,90
2020-01,Virgin Australia Regional Airlines,Darwin,Perth,11,81.81818181818183
2020-01,Virgin Australia Regional Airlines,Kalgoorlie,Perth,63,85.71428571428571
2020-01,Virgin Australia Regional Airlines,Karratha,Perth,67,83.5820895522388
2020-01,Virgin Australia Regional Airlines,Melbourne,Adelaide,5,60
2020-01,Virgin Australia Regional Airlines,Newman,Perth,27,85.18518518518519
2020-01,Virgin Australia Regional Airlines,Perth,Adelaide,30,93.33333333333333
2020-01,Virgin Australia Regional Airlines,Perth,Broome,46,82.6086956521739
2020-01,Virgin Australia Regional Airlines,Perth,Darwin,11,100
2020-01,Virgin Australia Regional Airlines,Perth,Kalgoorlie,64,89.0625
2020-01,Virgin Australia Regional Airlines,Perth,Karratha,67,91.04477611940298
2020-01,Virgin Australia Regional Airlines,Perth,Newman,27,92.5925925925926
2020-01,Virgin Australia Regional Airlines,Perth,Port Hedland,47,93.61702127659575
2020-01,Virgin Australia Regional Airlines,Port Hedland,Perth,46,86.95652173913044
2020-01,Virgin Australia Regional Airlines,All Ports,All Ports,763,84.79685452162516
2020-01,All Airlines,Adelaide,Alice Springs,47,85.1063829787234
2020-01,All Airlines,Adelaide,Brisbane,272,84.92647058823529
2020-01,All Airlines,Adelaide,Canberra,60,88.33333333333333
2020-01,All Airlines,Adelaide,Gold Coast,64,75
2020-01,All Airlines,Adelaide,Melbourne,673,69.98514115898959
2020-01,All Airlines,Adelaide,Perth,199,76.38190954773869
2020-01,All Airlines,Adelaide,Port Lincoln,279,93.54838709677419
2020-01,All Airlines,Adelaide,Sydney,529,79.77315689981096
2020-01,All Airlines,Albury,Sydney,151,71.52317880794702
2020-01,All Airlines,Alice Springs,Adelaide,48,79.16666666666666
2020-01,All Airlines,Alice Springs,Darwin,44,95.45454545454545
2020-01,All Airlines,Armidale,Sydney,141,68.08510638297872
2020-01,All Airlines,Ayers Rock,Sydney,57,71.9298245614035
2020-01,All Airlines,Ballina,Sydney,155,60.64516129032258
2020-01,All Airlines,Brisbane,Adelaide,272,75.36764705882352
2020-01,All Airlines,Brisbane,Bundaberg,136,92.64705882352942
2020-01,All Airlines,Brisbane,Cairns,431,78.88631090487239
2020-01,All Airlines,Brisbane,Canberra,263,79.08745247148289
2020-01,All Airlines,Brisbane,Darwin,106,76.41509433962264
2020-01,All Airlines,Brisbane,Emerald,161,91.30434782608695
2020-01,All Airlines,Brisbane,Gladstone,201,88.55721393034825
2020-01,All Airlines,Brisbane,Hamilton Island,62,79.03225806451613
2020-01,All Airlines,Brisbane,Hobart,85,88.23529411764706
2020-01,All Airlines,Brisbane,Mackay,297,80.13468013468014
2020-01,All Airlines,Brisbane,Melbourne,1018,69.44990176817288
2020-01,All Airlines,Brisbane,Mount Isa,69,81.15942028985508
2020-01,All Airlines,Brisbane,Newcastle,239,79.07949790794979
2020-01,All Airlines,Brisbane,Perth,256,62.5
2020-01,All Airlines,Brisbane,Proserpine,87,79.3103448275862
2020-01,All Airlines,Brisbane,Rockhampton,307,80.45602605863192
2020-01,All Airlines,Brisbane,Sydney,1260,75.55555555555556
2020-01,All Airlines,Brisbane,Townsville,335,77.01492537313432
2020-01,All Airlines,Broome,Perth,138,78.98550724637681
2020-01,All Airlines,Bundaberg,Brisbane,135,92.5925925925926
2020-01,All Airlines,Cairns,Brisbane,430,83.25581395348837
2020-01,All Airlines,Cairns,Melbourne,182,68.13186813186813
